44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,37,37,37,36,36,36,35,35,35,34,34,34,33
45,44,44,44,43,43,43,42,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,38,37,37,37,36,36,36,35
46,45,45,45,45,44,44,44,43,43,43,43,42,42,42,42,41,41,41,40,40,40,40,39,39,39,38,38,38,38,37
47,46,46,46,46,45,45,45,45,44,44,44,44,43,43,43,43,43,42,42,42,42,41,41,41,41,40,40,40,40,39
48,47,47,47,47,47,46,46,46,46,46,45,45,45,45,45,44,44,44,44,43,43,43,43,43,42,42,42,42,42,41
49,49,48,48,48,48,48,47,47,47,47,47,47,46,46,46,46,46,45,45,45,45,45,45,44,44,44,44,44,43,43
50,50,49,49,49,49,49,49,49,48,48,48,48,48,48,48,47,47,47,47,47,47,46,46,46,46,46,46,46,45,45
51,51,51,50,50,50,50,50,50,50,50,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,47,47,47
52,52,52,52,52,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49
53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,51
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
